name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,id,html,cluster
Se Eu Quiser Falar Com Deus,Gilberto Gil,658.0,259.0,11,-13.141,0,705.0,694.0,5.87e-05,975.0,306.0,110.376,,256213,4,1n7JnwviZ7zf0LR1tcGFq7,https://open.spotify.com/track/1n7JnwviZ7zf0LR1tcGFq7,0.0
Saudade De Bahia,Antônio Carlos Jobim,742.0,399.0,2,-12.646,1,346.0,217.0,1.88e-06,107.0,693.0,125.039,,191867,4,5QGM1U0eCYrQuwSJwTm5Zq,https://open.spotify.com/track/5QGM1U0eCYrQuwSJwTm5Zq,4.0
"Canta Canta, Minha Gente                                                                                                                                                       ",Martinho Da Vila,851.0,0.73,2,-11.048,1,347.0,453.0,6.34e-05,124.0,905.0,93.698,,152267,4,0NLIFSZxPzQhCwnkn5PJYs,https://open.spotify.com/track/0NLIFSZxPzQhCwnkn5PJYs,8.0
Mulher Eu Sei,Chico César,705.0,502.0,4,-18.115,1,471.0,879.0,4.05e-05,386.0,524.0,106.802,,186227,4,3mXqOdlLE1k67WsAxryPFs,https://open.spotify.com/track/3mXqOdlLE1k67WsAxryPFs,4.0
Rosa Morena,Kurt Elling,651.0,119.0,6,-19.807,1,38.0,916.0,343.0,104.0,402.0,120.941,,273680,4,7bSzjzjTkWT2CkIPPdp0eA,https://open.spotify.com/track/7bSzjzjTkWT2CkIPPdp0eA,6.0
Desafinado,Stan Getz,466.0,146.0,3,-17.5,1,649.0,931.0,154.0,107.0,423.0,142.885,,249387,4,5pstSsK0G4q86gdyy1Spqh,https://open.spotify.com/track/5pstSsK0G4q86gdyy1Spqh,0.0
Madalena,Maria Gasolina,675.0,207.0,11,-13.82,0,545.0,963.0,414.0,112.0,684.0,93.531,,145187,4,33u3dO0JWjerYpFN61J3ug,https://open.spotify.com/track/33u3dO0JWjerYpFN61J3ug,8.0
O Meu Amor É Glòria,Sílvia Pérez Cruz,504.0,733.0,7,-10.72,1,389.0,696.0,5.61e-05,673.0,886.0,96.565,,309760,4,0ylJQpV3K4XnhWhLDMFmH7,https://open.spotify.com/track/0ylJQpV3K4XnhWhLDMFmH7,6.0
Brigas Nunca Mais,Paula Morelenbaum,694.0,546.0,10,-11.452,1,0.04,398.0,76.0,153.0,641.0,170.032,,204027,4,1wL2dk42Cxu4zCJs4SvFsZ,https://open.spotify.com/track/1wL2dk42Cxu4zCJs4SvFsZ,4.0
Previsao,Bossacucanova,674.0,864.0,1,-7.971,1,382.0,641.0,358.0,139.0,536.0,99.995,,181133,4,5iKuMCDh634YGrg2HrhtHp,https://open.spotify.com/track/5iKuMCDh634YGrg2HrhtHp,4.0
The Girl From Ipanema,Stan Getz,641.0,0.14,8,-16.79,1,39.0,867.0,166.0,105.0,388.0,129.318,,317987,4,4xGFcQEIjtmbPD6Jsxq14M,https://open.spotify.com/track/4xGFcQEIjtmbPD6Jsxq14M,6.0
Blue Bossa - Remastered,Joe Henderson,0.48,433.0,5,-9.909,0,532.0,608.0,694.0,108.0,897.0,82.315,,271147,4,26g2HsIOznFYeJWR9zhRXZ,https://open.spotify.com/track/26g2HsIOznFYeJWR9zhRXZ,6.0
Aqua De Coco,Marcos Valle,755.0,732.0,10,-9.6,0,658.0,487.0,91.0,454.0,816.0,88.028,,287560,4,1OzHkIzGMj4S3rWwF8TBjc,https://open.spotify.com/track/1OzHkIzGMj4S3rWwF8TBjc,6.0
Samba de Verão,Marcos Valle,697.0,405.0,0,-14.587,1,317.0,813.0,157.0,328.0,845.0,114.833,,150813,4,3gDzuF3Dy0K4RQszBFAYCv,https://open.spotify.com/track/3gDzuF3Dy0K4RQszBFAYCv,8.0
Mas Que Nada,Rio Combo,618.0,539.0,5,-12.689,0,312.0,156.0,214.0,187.0,916.0,88.646,,178880,4,51P5Djwsur61UY4oitktOQ,https://open.spotify.com/track/51P5Djwsur61UY4oitktOQ,4.0
Nova Bossa Nova,Marcos Valle,598.0,739.0,8,-10.602,1,452.0,523.0,725.0,146.0,881.0,95.018,,246400,4,2RPHy1PlxehscIM1K1wQMy,https://open.spotify.com/track/2RPHy1PlxehscIM1K1wQMy,0.0
Não Sei,Sílvia Pérez Cruz,382.0,866.0,1,-14.067,0,396.0,978.0,197.0,234.0,157.0,111.042,,282947,3,52mwxbVQOtYXntgvyXyBc4,https://open.spotify.com/track/52mwxbVQOtYXntgvyXyBc4,6.0
A Força Que Nunca Seca (feat. Maria Bethânia),Chico César,563.0,112.0,2,-11.336,1,415.0,0.89,0.0,333.0,312.0,108.372,,218933,4,60FNhq77JIoQsUKwf0wf5m,https://open.spotify.com/track/60FNhq77JIoQsUKwf0wf5m,0.0
Aquarela Do Brasil,Carlos Barbosa-Lima,423.0,252.0,4,-19.264,0,467.0,963.0,901.0,105.0,438.0,81.025,,207160,4,3ftxaxht5yQW99vNcibmUC,https://open.spotify.com/track/3ftxaxht5yQW99vNcibmUC,4.0
Brigas Nunca Mais,Brazilian Jazz,529.0,276.0,0,-14.859,1,457.0,972.0,885.0,133.0,0.28,96.134,,146800,4,5gvBgfXusUpxjOWHyYJXVg,https://open.spotify.com/track/5gvBgfXusUpxjOWHyYJXVg,8.0
Águas De Março,Antônio Carlos Jobim,639.0,552.0,3,-9.285,1,127.0,832.0,0.0,122.0,474.0,143.241,,212520,4,4P9HLmNcE6dUUvsPUvl3gs,https://open.spotify.com/track/4P9HLmNcE6dUUvsPUvl3gs,4.0
Aquarela Do Brasil,Voyager,449.0,145.0,9,-19.732,1,484.0,937.0,919.0,769.0,304.0,91.33,,227400,3,3pjbCjL1IlqOfuQ8YOkX6o,https://open.spotify.com/track/3pjbCjL1IlqOfuQ8YOkX6o,0.0
Chega De Saudade,João Gilberto,426.0,245.0,4,-15.983,0,337.0,735.0,0.0,189.0,686.0,175.898,,121496,4,65GsUbgQju5Mh0Ab7CRUWB,https://open.spotify.com/track/65GsUbgQju5Mh0Ab7CRUWB,8.0
Don't Stop the Carnival,Sonny Rollins,481.0,525.0,0,-11.228,1,59.0,568.0,0.0,675.0,817.0,104.664,,365947,4,014sDbzN0MSugmC703Ic4h,https://open.spotify.com/track/014sDbzN0MSugmC703Ic4h,2.0
Rebel Rebel,Seu Jorge,775.0,206.0,6,-15.659,0,53.0,879.0,313.0,0.14,553.0,120.46,,166853,4,2rIzPAaLY6ocCanj5H7edQ,https://open.spotify.com/track/2rIzPAaLY6ocCanj5H7edQ,8.0
Rosa Morena - Live At Carnegie Hall/1964,Stan Getz,529.0,134.0,7,-26.821,1,869.0,906.0,121.0,694.0,474.0,133.614,,244627,4,37H0kOistSqxRH8rObQeIe,https://open.spotify.com/track/37H0kOistSqxRH8rObQeIe,0.0
Karoliina Kaunis,Maria Gasolina,753.0,215.0,11,-15.671,0,293.0,618.0,464.0,912.0,382.0,130.338,,251427,4,7BlLxHwobm2gHjXev9dNVe,https://open.spotify.com/track/7BlLxHwobm2gHjXev9dNVe,0.0
"Brigas, Nunca Mais                                                                                                                                                             ",João Gilberto,496.0,242.0,4,-14.544,1,332.0,702.0,0.0,173.0,733.0,82.67,,125440,4,4WfT503LMc9zLewdsok9un,https://open.spotify.com/track/4WfT503LMc9zLewdsok9un,8.0
Aquarela Do Brasil,Gal Costa,553.0,0.55,1,-13.401,1,398.0,0.8,723.0,906.0,679.0,137.016,,206413,4,1wo6p8AMWXREZVowQCa4BC,https://open.spotify.com/track/1wo6p8AMWXREZVowQCa4BC,4.0
Kaipuusamba,Maria Gasolina,542.0,224.0,6,-16.126,1,595.0,774.0,887.0,114.0,532.0,79.7,,216240,4,1htDFdG7K6pW07cuIanjGG,https://open.spotify.com/track/1htDFdG7K6pW07cuIanjGG,4.0
Batida Diferente,Cannonball Adderley,605.0,485.0,7,-10.918,1,512.0,876.0,841.0,126.0,694.0,99.419,,207724,4,09VxH0oobfXR1bRXZ78VXP,https://open.spotify.com/track/09VxH0oobfXR1bRXZ78VXP,4.0
Team Zissou,Seu Jorge,619.0,402.0,7,-11.559,1,354.0,0.87,702.0,974.0,792.0,93.237,,152200,4,7bM4h5zu7FkChGbSeozZVN,https://open.spotify.com/track/7bM4h5zu7FkChGbSeozZVN,8.0
Parabens,Marcos Valle,737.0,802.0,7,-8.069,1,424.0,146.0,346.0,897.0,476.0,109.821,,515787,4,596scNUBRpj2AygfaBVyTj,https://open.spotify.com/track/596scNUBRpj2AygfaBVyTj,7.0
O Amor Em Paz,Cannonball Adderley,682.0,281.0,9,-12.537,0,341.0,973.0,884.0,115.0,436.0,118.107,,469122,4,4PwzeZs0cTVuzZbCmw85hc,https://open.spotify.com/track/4PwzeZs0cTVuzZbCmw85hc,7.0
Once Again,Stan Getz,623.0,331.0,8,-14.346,1,372.0,846.0,781.0,78.0,583.0,90.439,,402507,4,22QBm5IGpx49Ggg7b0DMhL,https://open.spotify.com/track/22QBm5IGpx49Ggg7b0DMhL,2.0
Mariana,Bïa,831.0,0.43,11,-8.214,0,103.0,504.0,0.0,233.0,816.0,140.031,,192240,4,4Lx7fiZRVb7j4U1xFZ9fyo,https://open.spotify.com/track/4Lx7fiZRVb7j4U1xFZ9fyo,4.0
Mariana,Seu Jorge,617.0,526.0,9,-10.638,0,376.0,538.0,389.0,105.0,931.0,167.706,,275853,4,2BkIiZYOniMrWBBlADyVNX,https://open.spotify.com/track/2BkIiZYOniMrWBBlADyVNX,6.0
Carnaval Inesquecível Na Cidade Alta,Mundo Livre S/A,746.0,557.0,0,-9.756,1,609.0,519.0,188.0,53.0,693.0,150.165,,216067,4,4lnLWhIiUKxq4Rh898vkVk,https://open.spotify.com/track/4lnLWhIiUKxq4Rh898vkVk,4.0
Garota De Ipanema,Leila Pinheiro,0.73,145.0,9,-18.707,1,51.0,875.0,1.38e-05,131.0,0.56,136.846,,191227,4,1b0Mc4h1XFArQAnQYBmIQb,https://open.spotify.com/track/1b0Mc4h1XFArQAnQYBmIQb,4.0
Corcovado - Remastered,Cannonball Adderley,771.0,278.0,7,-17.141,1,471.0,0.72,661.0,294.0,742.0,123.542,,403933,4,5Q2pilVN5fcIfzWGF9aGvV,https://open.spotify.com/track/5Q2pilVN5fcIfzWGF9aGvV,2.0
O Pato (The Duck) - Live At Carnegie Hall/1964,João Gilberto,621.0,0.18,2,-23.524,1,619.0,875.0,827.0,698.0,884.0,169.916,,136880,4,1SEK1Yd01136xaLxAe0G70,https://open.spotify.com/track/1SEK1Yd01136xaLxAe0G70,8.0
August Day Song,Bebel Gilberto,718.0,294.0,4,-13.342,0,385.0,602.0,72.0,125.0,237.0,103.021,,277227,4,7fnFmtEpfKLnJRkayFeeZ5,https://open.spotify.com/track/7fnFmtEpfKLnJRkayFeeZ5,6.0
Os Grilos,Marcos Valle,573.0,805.0,9,-11.327,0,746.0,373.0,489.0,834.0,694.0,100.029,,349373,4,5ZItv6TcaDqcf8Jp2se0po,https://open.spotify.com/track/5ZItv6TcaDqcf8Jp2se0po,2.0
Saudade Fez Um Samba,João Gilberto,706.0,303.0,2,-14.678,1,534.0,817.0,0.0,874.0,884.0,87.806,,107258,4,0OIXsw1P2SZvF6T2qsFFzS,https://open.spotify.com/track/0OIXsw1P2SZvF6T2qsFFzS,8.0
OBI,Toots Thielemans,566.0,314.0,4,-17.921,0,761.0,756.0,442.0,845.0,337.0,82.007,,265573,4,1FSrV96XeBhJZQ4qIaOR79,https://open.spotify.com/track/1FSrV96XeBhJZQ4qIaOR79,0.0
Mas Que Nada,Jorge Ben Jor,504.0,566.0,2,-7.506,0,284.0,563.0,1.75e-05,902.0,573.0,89.423,,180840,4,418er4nP9ZkcjB8oNzTEgb,https://open.spotify.com/track/418er4nP9ZkcjB8oNzTEgb,4.0
Laia Ladia,Brazilian Jazz,387.0,469.0,9,-13.485,0,419.0,226.0,424.0,74.0,509.0,85.595,,191400,4,5BUYtDh62uirLH4vMnE2dA,https://open.spotify.com/track/5BUYtDh62uirLH4vMnE2dA,4.0
Triste,Brazilian Jazz,0.61,0.34,2,-11.653,1,34.0,906.0,859.0,975.0,459.0,103.825,,131400,4,5v8WqKhW9CBk2WF9PAcSIw,https://open.spotify.com/track/5v8WqKhW9CBk2WF9PAcSIw,8.0
Só Danço Samba,Stan Getz,611.0,279.0,8,-12.032,1,554.0,838.0,438.0,131.0,677.0,81.546,,214733,4,4Wzym5Rbnn8Ny8rFqEObm1,https://open.spotify.com/track/4Wzym5Rbnn8Ny8rFqEObm1,4.0
Samba Triste,Stan Getz,637.0,0.19,9,-22.466,0,676.0,841.0,263.0,0.12,687.0,143.111,,283627,4,0KY71RFPZJPqR04jOQFUw2,https://open.spotify.com/track/0KY71RFPZJPqR04jOQFUw2,6.0
País Tropical,Wilson Simonal,708.0,599.0,5,-9.516,1,336.0,693.0,0.0,296.0,917.0,129.048,,209213,4,5bcc5zWUX4zjCnAvyyuHu4,https://open.spotify.com/track/5bcc5zWUX4zjCnAvyyuHu4,4.0
Coracao Vagabundo,Toots Thielemans,584.0,506.0,8,-20.168,1,647.0,901.0,163.0,693.0,126.0,97.627,,269227,5,219DjV3d1L9rHlhNgQ5QQB,https://open.spotify.com/track/219DjV3d1L9rHlhNgQ5QQB,6.0
Pais Tropical,Sergio Mendes & Brasil '66,701.0,585.0,5,-9.991,1,444.0,484.0,0.0,815.0,845.0,122.276,,164720,4,78u9OrQFHqmEWemJQrQQIE,https://open.spotify.com/track/78u9OrQFHqmEWemJQrQQIE,8.0
Life On Mars?,Seu Jorge,0.66,148.0,10,-16.689,1,497.0,893.0,175.0,117.0,272.0,124.058,,209067,4,6CWSXBQ2QwIqtRVDCGZatZ,https://open.spotify.com/track/6CWSXBQ2QwIqtRVDCGZatZ,4.0
Apelo,Brazilian Jazz,506.0,252.0,2,-14.083,0,502.0,919.0,863.0,111.0,0.2,74.917,,195600,4,4az3kPwzJjdQBb8bYaYhy0,https://open.spotify.com/track/4az3kPwzJjdQBb8bYaYhy0,4.0
"O Que É, O Que É                                                                                                                                                               ",Cesar Camargo Mariano & Romero Lubambo,696.0,322.0,5,-15.868,1,372.0,978.0,879.0,737.0,658.0,105.776,,368027,4,7a1STMihNJUyRxHGxDAFP8,https://open.spotify.com/track/7a1STMihNJUyRxHGxDAFP8,2.0
Maroca,Mundo Livre,652.0,725.0,1,-7.794,0,316.0,335.0,284.0,177.0,581.0,147.876,,307347,4,4JrQ68jT83CXIyVZTHj4Rx,https://open.spotify.com/track/4JrQ68jT83CXIyVZTHj4Rx,6.0
Apelo,Jenny Chi,531.0,153.0,2,-12.022,1,356.0,923.0,131.0,125.0,164.0,81.972,,361800,4,55OpI2p7uXEzsDuhNf7Kzn,https://open.spotify.com/track/55OpI2p7uXEzsDuhNf7Kzn,2.0
Samba Da Minha Terra - Live At Carnegie Hall/1964,Stan Getz,576.0,322.0,4,-23.134,0,178.0,879.0,593.0,694.0,805.0,83.696,,188280,4,1BTO5gV9xSAB7EOBKSlcFY,https://open.spotify.com/track/1BTO5gV9xSAB7EOBKSlcFY,4.0
Corcovado,Stan Getz,0.53,902.0,9,-18.37,0,469.0,926.0,782.0,286.0,364.0,126.648,,258560,4,0bQViEvXvH8iNl8hRRkU5o,https://open.spotify.com/track/0bQViEvXvH8iNl8hRRkU5o,0.0
Chega de Saudade,Jenny Chi,745.0,368.0,0,-11.419,1,498.0,0.83,292.0,151.0,582.0,98.953,,190960,4,1dtPIHAk2W9tn9WVW6hMzS,https://open.spotify.com/track/1dtPIHAk2W9tn9WVW6hMzS,4.0
Coisa Feita,Toots Thielemans,579.0,342.0,7,-17.379,1,42.0,879.0,813.0,109.0,774.0,117.024,,266373,4,7ArXv6K80rPeN38OtKOU00,https://open.spotify.com/track/7ArXv6K80rPeN38OtKOU00,6.0
Felicia and Bianca,Toots Thielemans,575.0,274.0,2,-18.579,0,472.0,686.0,343.0,102.0,628.0,105.678,,179960,4,0OSEW45vRnj45QdIpV1NY4,https://open.spotify.com/track/0OSEW45vRnj45QdIpV1NY4,4.0
Rosa Morena,Dorival Caymmi,526.0,489.0,0,-11.555,0,354.0,206.0,0.0,105.0,717.0,95.995,,138693,4,5p62Lc3ALej4hOuClxLGUx,https://open.spotify.com/track/5p62Lc3ALej4hOuClxLGUx,8.0
Insensatez,Stan Getz,0.67,187.0,5,-15.997,1,37.0,945.0,618.0,104.0,305.0,127.676,,203560,4,3F6mq6sojBFJxYbfjBwqMT,https://open.spotify.com/track/3F6mq6sojBFJxYbfjBwqMT,4.0
Menina Moca,Stan Getz,593.0,475.0,4,-10.763,0,336.0,797.0,373.0,129.0,789.0,106.501,,341867,4,5LtticIcN2PoWNV43w3Xmm,https://open.spotify.com/track/5LtticIcN2PoWNV43w3Xmm,2.0
So Nice (Summer Samba),Marcos Valle,773.0,492.0,6,-11.472,1,397.0,549.0,0.0,103.0,822.0,122.054,,148853,4,0i4xlmrZ5NVmx6VWSqBeAq,https://open.spotify.com/track/0i4xlmrZ5NVmx6VWSqBeAq,8.0
Santa Maria de Feira,Devendra Banhart,542.0,377.0,2,-12.211,1,33.0,933.0,319.0,0.15,729.0,107.113,,275493,4,7Lh1a33hTfzJW42Hf7OTmn,https://open.spotify.com/track/7Lh1a33hTfzJW42Hf7OTmn,6.0
Já Sei Namorar - 2004 Digital Remaster,Tribalistas,0.67,822.0,9,-6.687,0,57.0,0.67,115.0,132.0,833.0,145.56,,196987,4,0mr34YS5FIX0b2mi03HuhE,https://open.spotify.com/track/0mr34YS5FIX0b2mi03HuhE,4.0
Blue Bossa,Tete Montoliu,599.0,518.0,8,-13.434,1,553.0,823.0,0.87,0.2,962.0,110.723,,443787,4,6uHi0xmyuv7NI0nyVeXjXE,https://open.spotify.com/track/6uHi0xmyuv7NI0nyVeXjXE,2.0
Aguas De Março,Tempo Rei,797.0,411.0,0,-10.07,0,896.0,0.79,0.0,101.0,606.0,135.955,,223440,4,40RMFaZwnpzMqqqFewk0jk,https://open.spotify.com/track/40RMFaZwnpzMqqqFewk0jk,0.0
Bossa Dorado,Pete Krebs & The Kung Pao Chi,0.78,446.0,0,-13.332,1,499.0,708.0,843.0,118.0,831.0,133.222,,252987,4,761Z36M57ALRBS2TsGMg7X,https://open.spotify.com/track/761Z36M57ALRBS2TsGMg7X,0.0
Orange Afternoon,Bebe,615.0,0.63,10,-10.809,1,448.0,0.43,244.0,113.0,557.0,91.122,,249800,4,7DWWkZl6SvvIKzGGzIIKYi,https://open.spotify.com/track/7DWWkZl6SvvIKzGGzIIKYi,0.0
Homens,Manu Chao,736.0,439.0,9,-12.062,0,527.0,796.0,474.0,941.0,972.0,149.984,,198427,4,19SaQ50zJG69AUrr4uBkAS,https://open.spotify.com/track/19SaQ50zJG69AUrr4uBkAS,4.0
"Lisboa, Menina E Moça                                                                                                                                                          ",Som Ibérico,524.0,578.0,4,-10.644,0,505.0,716.0,703.0,876.0,567.0,78.644,,275017,4,3b0raPrfKei6JVvSpjS2xW,https://open.spotify.com/track/3b0raPrfKei6JVvSpjS2xW,6.0
Lisboa menina e moça,Various Artists,708.0,333.0,6,-10.643,0,285.0,862.0,594.0,915.0,757.0,101.86,,186697,4,1ygyaDfAly6uDoRi6bm3yU,https://open.spotify.com/track/1ygyaDfAly6uDoRi6bm3yU,4.0
Para Machuchar Meu Coracao,Stan Getz,617.0,131.0,3,-17.83,1,387.0,961.0,101.0,987.0,449.0,131.953,,304133,4,6YpFxiVx2bpyyiNbrndLka,https://open.spotify.com/track/6YpFxiVx2bpyyiNbrndLka,6.0
Esperando Na Janela - Versão Acústica,Gilberto Gil,615.0,157.0,2,-14.081,1,406.0,0.93,193.0,114.0,513.0,148.99,,202560,4,6L2H2poOGMQzxPSAd4ilDB,https://open.spotify.com/track/6L2H2poOGMQzxPSAd4ilDB,4.0
Água de beber,Tania Maria,771.0,555.0,7,-12.366,1,493.0,871.0,422.0,829.0,553.0,98.094,,331773,4,2bQ3ARYaM7JlYOpofCtlft,https://open.spotify.com/track/2bQ3ARYaM7JlYOpofCtlft,6.0
Mama África,Chico César,676.0,469.0,1,-8.715,0,482.0,648.0,0.0,987.0,885.0,163.709,,214827,4,4S18cCp2R0Z0SdbCwNC4ZL,https://open.spotify.com/track/4S18cCp2R0Z0SdbCwNC4ZL,4.0
Á Primeira Vista,Chico César,542.0,148.0,11,-12.99,1,394.0,782.0,0.0,704.0,248.0,89.585,,216800,4,2hjDxNmryN9ziHAIYiRksM,https://open.spotify.com/track/2hjDxNmryN9ziHAIYiRksM,0.0
Tambores,Chico César,598.0,278.0,0,-11.505,1,472.0,0.72,161.0,754.0,567.0,125.032,,172907,4,6T0uy8Np5fDNpb8uYA5kXg,https://open.spotify.com/track/6T0uy8Np5fDNpb8uYA5kXg,4.0
Guarda-me A Vida Na Mão,Ana Moura,482.0,136.0,6,-15.844,0,318.0,946.0,762.0,104.0,0.26,135.574,,238307,4,7l7d9M7hSNef7DJ9p2718X,https://open.spotify.com/track/7l7d9M7hSNef7DJ9p2718X,0.0
A Prosa Impúrpura do Caicó,Chico César,505.0,209.0,2,-14.983,1,387.0,849.0,94.0,701.0,503.0,135.836,,165667,4,794003xwvF9cGLRSY0dlY7,https://open.spotify.com/track/794003xwvF9cGLRSY0dlY7,8.0
Paraíba,Chico César,569.0,186.0,1,-14.838,0,365.0,959.0,137.0,738.0,536.0,84.091,,235693,4,2Baiob9mbEkOJZxD6Yro3k,https://open.spotify.com/track/2Baiob9mbEkOJZxD6Yro3k,0.0
Berekerê - Voice,Geraldo Azevedo,434.0,573.0,4,-11.203,0,666.0,0.83,0.0,584.0,786.0,172.189,,316600,4,4tJ1bFWFJ6teL8hTObeXC4,https://open.spotify.com/track/4tJ1bFWFJ6teL8hTObeXC4,6.0
Pagode da Saidera,Martinho Da Vila,584.0,792.0,7,-10.644,1,103.0,723.0,1.34e-06,204.0,938.0,103.671,,181600,4,4KQ4wubF8GZLXK21zwyZAb,https://open.spotify.com/track/4KQ4wubF8GZLXK21zwyZAb,4.0
Disfarça e Chora,Djavan,747.0,185.0,5,-11.699,1,498.0,905.0,172.0,103.0,588.0,151.833,,186200,4,1tX11VR5wSRhBgcrTUoHY7,https://open.spotify.com/track/1tX11VR5wSRhBgcrTUoHY7,4.0
Tudo isto é fado,Quatro Ventos,405.0,317.0,2,-10.836,1,299.0,0.9,4.08e-05,0.12,315.0,139.316,,243893,4,1iGP5Okq5Zb3O7GYFwRFmt,https://open.spotify.com/track/1iGP5Okq5Zb3O7GYFwRFmt,0.0
Quando Te Vi,Luisa Sobral,543.0,129.0,9,-14.344,1,342.0,0.97,133.0,157.0,353.0,134.502,,161240,4,7Dp8OX5lXh4VLWQ0saBM7q,https://open.spotify.com/track/7Dp8OX5lXh4VLWQ0saBM7q,8.0
Sr. Vinho,Luisa Sobral,348.0,337.0,5,-10.368,1,348.0,816.0,811.0,103.0,398.0,192.711,,181173,3,0mdisJ6qrkdpZwQLCLWZCb,https://open.spotify.com/track/0mdisJ6qrkdpZwQLCLWZCb,4.0
Inês,Luisa Sobral,462.0,827.0,0,-13.262,1,371.0,965.0,489.0,111.0,224.0,135.193,,216147,4,5WXNcxN523Cs28zDKVZW5H,https://open.spotify.com/track/5WXNcxN523Cs28zDKVZW5H,4.0
Seja Agora,Deolinda,665.0,783.0,11,-6.046,1,83.0,832.0,0.0,862.0,831.0,98.179,,184133,4,5ttlmsVFycrU0rfzNlenAV,https://open.spotify.com/track/5ttlmsVFycrU0rfzNlenAV,4.0
Algo Novo,Deolinda,0.83,431.0,0,-9.463,1,378.0,863.0,2.26e-05,118.0,506.0,131.959,,212920,4,3O1nHNi5bksuZbMzBWVak0,https://open.spotify.com/track/3O1nHNi5bksuZbMzBWVak0,4.0
Pois Foi,Deolinda,459.0,254.0,6,-11.39,0,279.0,947.0,602.0,122.0,494.0,79.85,,185160,4,2zAh10cRcPXgFsanshnOAS,https://open.spotify.com/track/2zAh10cRcPXgFsanshnOAS,4.0
Há-De Passar,Deolinda,776.0,347.0,4,-9.761,1,562.0,961.0,404.0,932.0,0.51,123.28,,146533,4,5l0DBnIG2TyCfKMU9LCjZr,https://open.spotify.com/track/5l0DBnIG2TyCfKMU9LCjZr,8.0
Xico,Luisa Sobral,442.0,0.56,9,-8.231,1,139.0,0.47,1.53e-05,347.0,622.0,179.643,,192773,4,3gcA0BXLBKnO40ZXDK9VoK,https://open.spotify.com/track/3gcA0BXLBKnO40ZXDK9VoK,4.0
O Engraxador,Luisa Sobral,725.0,293.0,9,-10.315,1,421.0,826.0,479.0,244.0,343.0,105.045,,184427,4,66D9dZn03aR2N0pUi82at4,https://open.spotify.com/track/66D9dZn03aR2N0pUi82at4,4.0
Clandestino,Chico César,635.0,398.0,2,-12.003,0,694.0,717.0,4.49e-06,671.0,504.0,172.19,,167133,4,6pugaRBHKXcCN9Lq0xJjg9,https://open.spotify.com/track/6pugaRBHKXcCN9Lq0xJjg9,8.0
Trem das Onze,Demonios Da Garoa,566.0,424.0,2,-9.784,0,413.0,557.0,7.03e-06,144.0,679.0,91.649,,169107,4,6E806gbKs6rdLPxBckYrjp,https://open.spotify.com/track/6E806gbKs6rdLPxBckYrjp,4.0
Chove Chuva,Jorge Ben Jor,714.0,451.0,10,-8.52,1,385.0,584.0,0.0,881.0,514.0,134.969,,185720,4,4Zal3Pf8grfpsquXFYe0vK,https://open.spotify.com/track/4Zal3Pf8grfpsquXFYe0vK,4.0
Menina Mulher Da Pele Preta,Jorge Ben Jor,591.0,557.0,1,-10.097,0,584.0,648.0,486.0,231.0,979.0,135.65,,178107,4,43noYsG42MtaESRd7Ks3s7,https://open.spotify.com/track/43noYsG42MtaESRd7Ks3s7,4.0
Agua De Beber,Astrud Gilberto,645.0,357.0,4,-15.628,0,356.0,426.0,0.0,727.0,0.86,147.846,,139253,4,4SSADZr3VsQeoqNbjLXw8W,https://open.spotify.com/track/4SSADZr3VsQeoqNbjLXw8W,8.0
Agua De Beber,Sophie Milman,0.66,759.0,7,-8.55,1,437.0,243.0,227.0,756.0,0.7,94.477,,235800,4,4ic2XfSYoMch7DrdNf2T3N,https://open.spotify.com/track/4ic2XfSYoMch7DrdNf2T3N,0.0
Lá Vem O Brasil Descendo A Ladeira,Moraes Moreira,677.0,0.94,11,-6.606,0,764.0,387.0,0.0,846.0,824.0,166.501,,176680,4,184vQULG1zx0OOH25Sa6C5,https://open.spotify.com/track/184vQULG1zx0OOH25Sa6C5,4.0
Amiga Da Minha Mulher,Seu Jorge,788.0,916.0,9,-5.152,0,121.0,714.0,0.0,867.0,829.0,104.015,,248080,4,4t4oqMSwwmpHzQIu1aok1z,https://open.spotify.com/track/4t4oqMSwwmpHzQIu1aok1z,0.0
O Leãozinho,Caetano Veloso,0.57,0.16,0,-17.201,1,498.0,896.0,1.39e-05,158.0,0.56,126.564,,186307,4,3FgATQbFeqqgLiokntxDwx,https://open.spotify.com/track/3FgATQbFeqqgLiokntxDwx,4.0
Já Sei Namorar - 2004 Digital Remaster,Tribalistas,0.67,822.0,9,-6.687,0,57.0,0.67,115.0,132.0,833.0,145.56,,196987,4,0mr34YS5FIX0b2mi03HuhE,https://open.spotify.com/track/0mr34YS5FIX0b2mi03HuhE,4.0
Coração Vagabundo,Gal Costa,577.0,312.0,0,-13.453,0,448.0,785.0,976.0,138.0,372.0,80.698,,143427,1,1yhuvsoxqYNw7gDgs7c8bW,https://open.spotify.com/track/1yhuvsoxqYNw7gDgs7c8bW,8.0
Fotografia,Vanessa Da Mata,715.0,309.0,9,-12.395,0,315.0,733.0,455.0,172.0,563.0,98.071,,146373,4,2x6usZA1U6sWdRrlXbbTN5,https://open.spotify.com/track/2x6usZA1U6sWdRrlXbbTN5,8.0
