name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,id,html,cluster
Frostbiter,Saintseneca,282.0,657.0,2,-7.34,1,461.0,479.0,0.07,164.0,208.0,88.019,,253280,4,1ibEFpu4qJXqAbDP5aZREZ,https://open.spotify.com/track/1ibEFpu4qJXqAbDP5aZREZ,0.0
My Dear - Shout Wellington Air Force Remix,Kirsten & Marie,637.0,658.0,1,-9.33,1,561.0,174.0,809.0,0.29,484.0,83.106,,260251,4,1moaCI8Fdt0uSyLu6gJpw7,https://open.spotify.com/track/1moaCI8Fdt0uSyLu6gJpw7,0.0
Maracana,Wealstarcks,806.0,532.0,3,-8.979,0,255.0,188.0,163.0,119.0,0.42,120.049,,208000,4,5PbVagt4UTYnsQTA2kDLmF,https://open.spotify.com/track/5PbVagt4UTYnsQTA2kDLmF,4.0
A bertoela,Bruno Lauzi,634.0,586.0,0,-9.636,0,111.0,0.7,0.0,985.0,829.0,93.269,,146627,4,0FmuoMK8ouwdPJfkMYaYhu,https://open.spotify.com/track/0FmuoMK8ouwdPJfkMYaYhu,8.0
Final Form,Sampa the Great,0.69,889.0,11,-6.689,0,166.0,876.0,226.0,302.0,761.0,96.02,,216778,4,6nUXH6o7OXDVykgwAtIIFU,https://open.spotify.com/track/6nUXH6o7OXDVykgwAtIIFU,0.0
Escac I Mat,Umpah Pah,677.0,679.0,4,-8.268,1,402.0,618.0,1.32e-06,918.0,625.0,121.941,,216667,4,6ROnPObODcFDalcQ3YJ6eW,https://open.spotify.com/track/6ROnPObODcFDalcQ3YJ6eW,0.0
Salary Man,Kiwi jr.,511.0,867.0,0,-6.786,1,433.0,211.0,477.0,313.0,847.0,144.11,,225999,4,2wx3h4XP6MoqcLBfKdcvuy,https://open.spotify.com/track/2wx3h4XP6MoqcLBfKdcvuy,0.0
I'M DEAD,Duckwrth,593.0,751.0,4,-9.414,0,918.0,707.0,0.0,356.0,485.0,114.907,,230632,4,5ZbJR1AfdOsvsYNuCvgqKX,https://open.spotify.com/track/5ZbJR1AfdOsvsYNuCvgqKX,0.0
Never Come Back,Caribou,776.0,684.0,5,-8.934,1,367.0,405.0,559.0,663.0,655.0,127.979,,305480,4,0QEG3NGmWatNOIAVxudQfd,https://open.spotify.com/track/0QEG3NGmWatNOIAVxudQfd,6.0
Mia Triti Stin Cantina,Evripidis and His Tragedies,613.0,633.0,7,-10.57,1,259.0,458.0,129.0,902.0,596.0,138.008,,287950,4,0b2oQtb1dbZshyW2pP2UtT,https://open.spotify.com/track/0b2oQtb1dbZshyW2pP2UtT,6.0
Fisher,Camel Power Club,837.0,501.0,4,-8.366,1,46.0,792.0,143.0,141.0,781.0,109.98,,324547,4,3cY2nHVVX2ZER1ttxGzLav,https://open.spotify.com/track/3cY2nHVVX2ZER1ttxGzLav,6.0
Immaculate Fools,Immaculate Fools,747.0,471.0,0,-13.09,1,285.0,0.12,3.61e-06,719.0,918.0,117.054,,279147,4,5gwRTuiLYCkpGtbRSGHVkl,https://open.spotify.com/track/5gwRTuiLYCkpGtbRSGHVkl,6.0
Gold,Spandau Ballet,711.0,0.74,10,-7.776,0,361.0,258.0,111.0,104.0,639.0,143.053,,231480,4,2X9fsxb6O6bYEopJYmUbNC,https://open.spotify.com/track/2X9fsxb6O6bYEopJYmUbNC,0.0
Seven Days Too Long - Mono,Chuck Wood,559.0,833.0,3,-8.426,1,372.0,703.0,7.71e-05,263.0,788.0,140.055,,141360,4,1WfHZKUkTwKQ57ukwd21PA,https://open.spotify.com/track/1WfHZKUkTwKQ57ukwd21PA,8.0
Should I (Put My Trust In You),Maxi Priest,691.0,516.0,7,-14.106,1,132.0,137.0,712.0,592.0,551.0,89.182,,224200,4,2I2bYUZWHT6pwKFgSNNlAy,https://open.spotify.com/track/2I2bYUZWHT6pwKFgSNNlAy,0.0
Fire,Lizzy Mercier Descloux,742.0,929.0,9,-7.468,1,622.0,976.0,175.0,383.0,652.0,132.844,,313387,4,6lq7ctWCEzam1XLorZ4mT0,https://open.spotify.com/track/6lq7ctWCEzam1XLorZ4mT0,6.0
Party,Planet 1999,556.0,863.0,8,-5.023,1,326.0,199.0,189.0,442.0,811.0,109.999,,170040,4,1IlKCe3Ad6q10lksNWBNQX,https://open.spotify.com/track/1IlKCe3Ad6q10lksNWBNQX,4.0
Al Final Abrazos,Mujeres,245.0,729.0,0,-5.334,1,409.0,258.0,8.84e-06,348.0,349.0,119.012,,227296,4,6P44JxYETAAYfwqSMrpCiu,https://open.spotify.com/track/6P44JxYETAAYfwqSMrpCiu,0.0
Precious Angel,Bob Dylan,736.0,703.0,3,-8.469,1,386.0,115.0,1.72e-05,107.0,812.0,122.575,,389867,4,7aZjExRehKGrH6vZ3MNXlq,https://open.spotify.com/track/7aZjExRehKGrH6vZ3MNXlq,2.0
Ciutada D'aquest Mon,Tomeu Penya,575.0,857.0,7,-6.01,1,334.0,0.16,1.33e-05,193.0,669.0,149.941,,263373,4,04b2tIzjw9plyG4UHp9kEJ,https://open.spotify.com/track/04b2tIzjw9plyG4UHp9kEJ,0.0
Maybes - RAC Mix,Giraffage,569.0,791.0,6,-6.757,1,355.0,143.0,655.0,109.0,298.0,139.78,,234971,4,2QbTsEUF97LixvDbyKUdCj,https://open.spotify.com/track/2QbTsEUF97LixvDbyKUdCj,0.0
Suenos Bravos,Bodysync,764.0,654.0,2,-8.372,1,385.0,205.0,386.0,148.0,579.0,120.036,,210440,4,0GvR5AtuXU05hbkRA5o4WT,https://open.spotify.com/track/0GvR5AtuXU05hbkRA5o4WT,4.0
Indicios de Arrepentimiento,Carlos Berlanga,729.0,948.0,8,-6.992,1,311.0,472.0,183.0,597.0,901.0,129.987,,214760,4,2z1m7iuK3bJC9rZsvji5VY,https://open.spotify.com/track/2z1m7iuK3bJC9rZsvji5VY,4.0
Triangolo,Renato Zero,621.0,673.0,11,-9.995,0,447.0,71.0,276.0,127.0,674.0,137.751,,277173,4,7GTeLC0Luk2RgtFE6CpYSo,https://open.spotify.com/track/7GTeLC0Luk2RgtFE6CpYSo,6.0
On A Mountain,Danny L Harle,0.49,724.0,5,-6.126,0,426.0,118.0,7.62e-06,631.0,0.26,155.002,,186480,4,3BIOgDZVS4iAmtDJ1S6RrD,https://open.spotify.com/track/3BIOgDZVS4iAmtDJ1S6RrD,4.0
Roses - Imanbek Remix,SAINt JHN,0.77,724.0,8,-5.484,1,495.0,167.0,107.0,353.0,898.0,121.975,,176840,4,24Yi9hE78yPEbZ4kxyoXAI,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,4.0
Ritual,Tiësto,647.0,726.0,3,-4.389,0,552.0,157.0,0.0,844.0,767.0,114.996,,198996,4,3M9Apu4OZfylLTFKvgEtKa,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,4.0
Sorry,Justin Bieber,654.0,0.76,0,-3.669,0,45.0,797.0,0.0,299.0,0.41,99.945,,200787,4,69bp2EbF7Q2rqc5N3ylezZ,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,4.0
Raising Hell (feat. Big Freedia),Kesha,0.69,864.0,1,-4.769,0,128.0,142.0,6.81e-05,681.0,313.0,114.975,,169693,4,14wPnCr1Z8CIHBVpnpcTVt,https://open.spotify.com/track/14wPnCr1Z8CIHBVpnpcTVt,4.0
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,641.0,922.0,2,-4.457,1,786.0,291.0,0.0,862.0,847.0,146.078,,258343,4,3bidbhpOYeV4knp8AIu8Xn,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,0.0
Turn Me On (feat. Vula),Riton,737.0,828.0,11,-4.711,1,396.0,149.0,588.0,862.0,517.0,124.051,,208474,4,0qaWEvPkts34WF68r8Dzx9,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,4.0
Despacito - Remix,Luis Fonsi,653.0,816.0,2,-4.353,1,167.0,228.0,0.0,967.0,816.0,178.085,,228827,4,6rPO02ozF3bM7NnOV4h6s2,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,0.0
2 Hearts (feat. Gia Koka),Sam Feldt,503.0,754.0,7,-3.634,1,424.0,264.0,5.85e-05,297.0,597.0,116.524,,186750,4,25rdgpMkMWHgwU7HBPQR7N,https://open.spotify.com/track/25rdgpMkMWHgwU7HBPQR7N,4.0
Teenage Dream,Katy Perry,719.0,798.0,10,-4.582,1,361.0,162.0,2.34e-06,134.0,591.0,120.011,,227741,4,5jzKL4BDMClWqRguW5qZvh,https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh,0.0
Señorita,Shawn Mendes,759.0,548.0,9,-6.049,0,29.0,392.0,0.0,828.0,749.0,116.967,,190800,4,6v3KW9xbzN5yKLt9YKDYA2,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,4.0
Never Seen The Rain,Tones And I,672.0,464.0,6,-5.624,0,37.0,0.43,0.0,284.0,271.0,92.069,,200742,4,0JQ5MbyriK6ruD3t6RZ7ix,https://open.spotify.com/track/0JQ5MbyriK6ruD3t6RZ7ix,4.0
Ain't Your Mama,Jennifer Lopez,757.0,678.0,8,-5.529,0,233.0,472.0,9.14e-06,654.0,0.82,120.075,,218235,4,2hgzdQdnfWwtdpZbhZlV72,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,0.0
Super Bass,Nicki Minaj,0.72,861.0,11,-4.339,1,209.0,269.0,5.11e-06,601.0,669.0,126.991,,200013,4,0iYebKFUSfF72fUu2OW6ZT,https://open.spotify.com/track/0iYebKFUSfF72fUu2OW6ZT,4.0
Party In The U.S.A.,Miley Cyrus,652.0,698.0,10,-4.667,0,42.0,112.0,115.0,886.0,0.47,96.021,,202067,4,3E7dfMvvCLUddWissuqMwr,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,4.0
Blinding Lights,The Weeknd,513.0,796.0,1,-4.075,1,629.0,147.0,209.0,938.0,345.0,171.017,,201573,4,0sf12qNH5qcw8qpgymFOqD,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,4.0
How Do You Sleep?,Sam Smith,477.0,682.0,1,-4.931,0,925.0,153.0,0.0,763.0,345.0,110.567,,202205,5,6b2RcmUt1g9N9mQ3CbjX2Y,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,4.0
Don't Stop The Music,Rihanna,835.0,669.0,6,-5.582,0,643.0,336.0,6.92e-05,535.0,542.0,122.668,,267080,4,0ByMNEPAPpOR5H69DVrTNy,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy,6.0
Live Forever (With Cheat Codes),Liam Payne,0.69,676.0,7,-6.111,1,335.0,213.0,0.0,123.0,664.0,100.023,,174780,4,4D3IIkBWnpL097OkljGnRW,https://open.spotify.com/track/4D3IIkBWnpL097OkljGnRW,4.0
Wasted,Tiësto,638.0,816.0,2,-5.503,1,308.0,149.0,115.0,195.0,386.0,112.014,,190014,4,2CAK2t1reUgPK6OMgAMURB,https://open.spotify.com/track/2CAK2t1reUgPK6OMgAMURB,4.0
Yummy,Justin Bieber,687.0,514.0,9,-6.612,0,897.0,366.0,0.0,116.0,494.0,145.921,,210427,4,41L3O37CECZt3N7ziG2z7l,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,4.0
Promiscuous,Nelly Furtado,795.0,978.0,10,-6.097,0,459.0,46.0,8.29e-05,143.0,843.0,114.321,,242200,4,47aQT2aV12TyilaoYi1NiD,https://open.spotify.com/track/47aQT2aV12TyilaoYi1NiD,0.0
"Badass Woman - From The Motion Picture ""The Hustle""                                                                                                                          ",Meghan Trainor,726.0,869.0,6,-3.978,1,638.0,181.0,22.0,332.0,529.0,112.966,,210036,4,5Glf3tBr73L1fbO9u4pL7r,https://open.spotify.com/track/5Glf3tBr73L1fbO9u4pL7r,4.0
A Thousand Miles,Vanessa Carlton,0.56,825.0,11,-3.862,1,379.0,323.0,0.0,161.0,268.0,94.931,,237493,4,4w1lzcaoZ1IC2K5TwjalRP,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP,0.0
Favorite Part Of Me - R3HAB Remix,Astrid S,667.0,811.0,1,-4.685,1,105.0,593.0,736.0,648.0,443.0,104.936,,171464,4,5wWiCYZLUaMGXYYubEd36d,https://open.spotify.com/track/5wWiCYZLUaMGXYYubEd36d,4.0
What A Man Gotta Do,Jonas Brothers,852.0,698.0,9,-7.206,1,629.0,839.0,1.03e-06,773.0,324.0,113.039,,180645,4,4wNIkl5XGiAACjFBlDWuSd,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,4.0
Just Dance,Lady Gaga,822.0,737.0,1,-4.542,0,314.0,261.0,4.19e-05,0.18,753.0,118.994,,241933,4,6HkjpGIOHv4y0IBAxUbE5z,https://open.spotify.com/track/6HkjpGIOHv4y0IBAxUbE5z,0.0
All You Need To Know (feat. Calle Lehmann),Gryffin,0.53,729.0,0,-6.019,1,376.0,699.0,0.0,103.0,219.0,139.929,,238338,4,4TIkSdsNSfqpuq6ZYvCjAz,https://open.spotify.com/track/4TIkSdsNSfqpuq6ZYvCjAz,0.0
Blanco,J Balvin,0.87,706.0,9,-5.395,0,126.0,253.0,63.0,872.0,593.0,100.013,,145800,4,2rc7BkzO8qepMFAxHtOrXc,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,8.0
Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,355.0,789.0,5,-4.358,0,165.0,148.0,0.0,355.0,169.0,80.444,,237686,4,2bZYJvVRN5EqIvAUFhUNls,https://open.spotify.com/track/2bZYJvVRN5EqIvAUFhUNls,0.0
Good Things Fall Apart (with Jon Bellion),ILLENIUM,643.0,594.0,2,-5.453,1,318.0,128.0,0.0,118.0,442.0,144.033,,216668,4,6pooRNiLyYpxZeIA5kJ5EX,https://open.spotify.com/track/6pooRNiLyYpxZeIA5kJ5EX,0.0
Dynamite,Taio Cruz,751.0,783.0,4,-3.724,1,859.0,379.0,0.0,36.0,816.0,119.975,,202613,4,2CEgGE6aESpnmtfiZwYlbV,https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV,4.0
Bang Bang,Jessie J,711.0,774.0,0,-3.391,0,922.0,259.0,0.0,371.0,715.0,150.032,,199387,4,3SaIsrEzrQGDcG1jCeaK8q,https://open.spotify.com/track/3SaIsrEzrQGDcG1jCeaK8q,4.0
Nice To Meet Ya,Niall Horan,591.0,841.0,4,-4.351,0,304.0,119.0,0.0,395.0,392.0,109.034,,158805,4,3cphb8kdsjElYR7r5icK3H,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,8.0
Mad Love,Mabel,622.0,796.0,0,-2.999,0,172.0,667.0,0.0,106.0,0.62,197.705,,169813,4,79JBjIq90BrQ8Ws0pUhlzD,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,4.0
SOS,Avicii,802.0,645.0,5,-6.181,0,715.0,272.0,0.0,119.0,376.0,100.001,,157202,4,6nDKrPlXdpomGBgAlO7UdP,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,8.0
Don't Call Me Up,Mabel,674.0,881.0,9,-2.853,1,147.0,296.0,3.01e-06,793.0,234.0,98.994,,178480,4,5WHTFyqSii0lmT9R21abT8,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,4.0
Here With Me,Marshmello,791.0,565.0,5,-3.933,0,439.0,623.0,0.0,156.0,181.0,99.961,,156347,4,5icOoE6VgqFKohjWWNp0Ac,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,8.0
Wake Me Up,Avicii,512.0,803.0,2,-5.135,1,531.0,362.0,583.0,116.0,591.0,124.162,,249693,4,294vBlXfZYspeI29SXZaON,https://open.spotify.com/track/294vBlXfZYspeI29SXZaON,0.0
7 rings,Ariana Grande,725.0,321.0,1,-10.744,0,323.0,578.0,0.0,884.0,319.0,70.142,,178640,4,14msK75pk3pA33pzPVNtBF,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,4.0
Dance Monkey,Tones And I,824.0,588.0,6,-6.4,0,924.0,692.0,104.0,149.0,513.0,98.027,,209438,4,2XU0oxnq2qxCpomAAuJY8K,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,4.0
Good Thing (with Kehlani),Zedd,693.0,564.0,1,-3.857,0,378.0,399.0,0.0,409.0,574.0,185.913,,210901,3,5aUSEPNd3m5xliFK4pn5mU,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,4.0
Con Calma,Daddy Yankee,737.0,0.86,8,-2.652,0,593.0,0.11,1.94e-06,574.0,656.0,93.989,,193227,4,5w9c2J52mkdntKOmRLeM2m,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,4.0
"Alone, Pt. II                                                                                                                                                                  ",Alan Walker,0.67,668.0,3,-4.306,0,422.0,536.0,0.0,133.0,608.0,88.033,,179053,4,0bMbDctzMmTyK2j74j3nF3,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,4.0
Teeth,5 Seconds of Summer,755.0,448.0,3,-2.993,0,405.0,508.0,3.87e-06,0.11,431.0,139.028,,204887,4,1JRK7srBWUtAW7dPabKBwJ,https://open.spotify.com/track/1JRK7srBWUtAW7dPabKBwJ,4.0
The Mack,Nevada,707.0,883.0,0,-4.281,1,602.0,707.0,0.0,0.23,541.0,106.031,,167038,4,7aV2mflaASUmGhCErm7kBO,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,8.0
Lose Control,MEDUZA,598.0,526.0,10,-8.659,0,415.0,129.0,0.0,0.14,529.0,123.935,,168387,4,7CHi4DtfK4heMlQaudCuHK,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,4.0
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,668.0,892.0,5,-3.001,0,645.0,298.0,0.0,735.0,478.0,95.927,,159011,4,07Oz5StQ7GRoygNLaXs2pd,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,8.0
Crazy In Love (feat. Jay-Z),Beyoncé,646.0,0.77,2,-6.596,0,226.0,249.0,0.0,715.0,681.0,99.165,,236133,4,5IVuqXILoxVWvWEPm82Jxr,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,0.0
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,614.0,839.0,0,-4.143,1,702.0,291.0,0.0,112.0,657.0,182.123,,193040,4,4Sib57MmYGJzSvkW84jTwh,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,4.0
High Hopes,Panic! At The Disco,579.0,904.0,5,-2.729,1,618.0,193.0,0.0,64.0,681.0,82.014,,190947,4,1rqqCSm0Qe4I9rUvWncaom,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,4.0
Love Me Again,RAYE,716.0,511.0,5,-6.471,1,479.0,283.0,0.0,765.0,488.0,110.019,,198133,4,4QbX1M5JblYzGTVwdZTgfb,https://open.spotify.com/track/4QbX1M5JblYzGTVwdZTgfb,4.0
OMG (with Carly Rae Jepsen),Gryffin,552.0,623.0,6,-5.766,1,532.0,122.0,123.0,106.0,616.0,177.973,,215737,4,2j9YmQRxtjuVwb4XN95oT8,https://open.spotify.com/track/2j9YmQRxtjuVwb4XN95oT8,4.0
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,6,-7.648,0,321.0,555.0,0.0,116.0,319.0,89.391,,173800,4,0d2iYfpKoM0QCKvcLCkBao,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,4.0
Never Really Over,Katy Perry,0.77,882.0,8,-4.792,1,602.0,194.0,0.0,316.0,385.0,99.991,,223523,4,5PYQUBXc7NYeI1obMKSJK0,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,0.0
Harder (with Bebe Rexha),Jax Jones,906.0,833.0,5,-3.027,0,729.0,899.0,0.0,154.0,752.0,104.017,,159760,4,5ieQrVW2U70NFMg28mzlqC,https://open.spotify.com/track/5ieQrVW2U70NFMg28mzlqC,8.0
Call On Me - Ryan Riback Remix,Starley,0.67,838.0,0,-4.031,1,362.0,604.0,611.0,159.0,717.0,104.998,,222041,4,51lsOIdizBjiI8z2YKjrA2,https://open.spotify.com/track/51lsOIdizBjiI8z2YKjrA2,0.0
Insomnia,Daya,754.0,653.0,7,-5.095,1,611.0,944.0,0.0,383.0,379.0,123.084,,179746,4,7hzlzoOwCZ4D3Ow5YZK4kj,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj,4.0
Rather Be (feat. Jess Glynne),Clean Bandit,799.0,586.0,11,-6.735,1,377.0,162.0,2.03e-06,193.0,549.0,120.97,,227833,4,0TVV2gFROJaB3kIZyCUvIY,https://open.spotify.com/track/0TVV2gFROJaB3kIZyCUvIY,0.0
Sayonara,BEAUZ,681.0,844.0,9,-2.277,0,188.0,0.11,2.16e-05,218.0,597.0,121.822,,156393,4,0GusQ8k0CXS3DLPz5pvzy8,https://open.spotify.com/track/0GusQ8k0CXS3DLPz5pvzy8,8.0
Polaroid,Jonas Blue,652.0,897.0,7,-4.481,0,36.0,293.0,0.0,722.0,475.0,114.033,,193377,4,1wsLHgXJ4SKIfd5ePSX1hD,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD,4.0
The Middle,Zedd,748.0,652.0,7,-3.02,1,58.0,208.0,0.0,128.0,431.0,106.914,,184732,4,2ARqIya5NAuvFVHSN3bL0m,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,4.0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)                                                                                                               ",benny blanco,541.0,468.0,10,-4.039,0,362.0,404.0,3.65e-06,358.0,0.69,95.266,,158027,4,1WSGTYKLEpKfNQYYW5Oymt,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,8.0
All Day And Night,Jax Jones,585.0,782.0,1,-4.101,0,897.0,269.0,0.0,156.0,521.0,121.908,,169303,4,33CfD8UkDEcSdAP9j4QpUY,https://open.spotify.com/track/33CfD8UkDEcSdAP9j4QpUY,4.0
All The Lies (with Felix Jaehn & The Vamps),Alok,611.0,835.0,6,-4.107,1,139.0,167.0,0.0,107.0,672.0,102.023,,179457,4,4Cy5f4JsH1yoeGks7FnoHw,https://open.spotify.com/track/4Cy5f4JsH1yoeGks7FnoHw,4.0
Temperature,Sean Paul,951.0,0.6,0,-4.675,0,685.0,106.0,0.0,712.0,822.0,125.04,,218573,4,0k2GOhqsrxDTAbFFSdNJjT,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,0.0
Physical,Dua Lipa,647.0,844.0,0,-3.756,1,457.0,137.0,658.0,102.0,746.0,146.962,,193829,4,5px6upUHM3fhOP621Edp4V,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,4.0
Stop This Flame,Celeste,752.0,702.0,10,-4.927,0,378.0,296.0,0.0,103.0,324.0,119.987,,209408,4,1bObrsJGW0UCIGZkvnDqbe,https://open.spotify.com/track/1bObrsJGW0UCIGZkvnDqbe,4.0
Sixteen,Ellie Goulding,669.0,801.0,8,-5.445,1,136.0,268.0,0.0,594.0,541.0,109.919,,201072,4,4PkIDTPGedm0enzdvilLNd,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,4.0
Want to Want Me,Jason Derulo,775.0,0.68,0,-5.508,0,629.0,906.0,0.0,109.0,656.0,114.025,,207719,4,0HFx7PLqzGxSfN59j3UHmR,https://open.spotify.com/track/0HFx7PLqzGxSfN59j3UHmR,4.0
Sucker,Jonas Brothers,842.0,734.0,1,-5.065,0,588.0,427.0,0.0,106.0,952.0,137.958,,181040,4,4y3OI86AEP6PQoDE6olYhO,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,4.0
Shake It Off,Taylor Swift,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,219000,0,4461iENdKgtUYpveYwIarD,https://open.spotify.com/track/4461iENdKgtUYpveYwIarD,0.0
Who Do You Love,The Chainsmokers,0.51,835.0,3,-4.673,1,447.0,791.0,0.0,219.0,435.0,140.024,,226747,4,11cDEev79fPKi6uJCjUhu8,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,0.0
Drown (feat. Clinton Kane),Martin Garrix,573.0,739.0,9,-5.455,1,581.0,212.0,0.0,175.0,363.0,120.077,,174062,4,4RVtBlHFKj51Ipvpfv5ER4,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4,4.0
Stitches,Shawn Mendes,746.0,754.0,1,-6.681,1,67.0,152.0,0.0,486.0,764.0,149.882,,206880,4,6WYsKS5JmGzlDdPbD4gwhw,https://open.spotify.com/track/6WYsKS5JmGzlDdPbD4gwhw,4.0
What I Like About You (feat. Theresa Rex),Jonas Blue,0.46,0.8,1,-3.584,1,0.05,289.0,6.16e-06,121.0,553.0,102.46,,220396,4,4NSW0Km5ZG60L8FthUebPJ,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,0.0
Die Young,Sheppard,572.0,788.0,2,-5.318,1,52.0,224.0,0.0,168.0,281.0,119.955,,235500,4,0XSTOKFdWPXlAEliq17XRw,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw,0.0
I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),Netsky,709.0,784.0,9,-3.182,0,0.1,0.23,0.0,147.0,584.0,97.007,,167600,4,5pzeevBDvU6GVXqUKoiYDX,https://open.spotify.com/track/5pzeevBDvU6GVXqUKoiYDX,8.0
DJ Got Us Fallin' In Love,Usher,666.0,878.0,7,-2.85,0,973.0,0.03,0.0,828.0,669.0,119.932,,222160,4,5tXyNhNcsnn7HbcABntOSf,https://open.spotify.com/track/5tXyNhNcsnn7HbcABntOSf,0.0
No Sleep (feat. Bonn),Martin Garrix,0.44,635.0,11,-6.385,1,326.0,129.0,0.0,121.0,327.0,128.133,,207095,4,1ahVFh0ViDZr8LvkEVlq3B,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,4.0
Good Reasons,Jon Lemmon,708.0,638.0,3,-8.406,1,472.0,226.0,4.15e-06,58.0,283.0,120.99,,225087,4,1LDBZqcyOjkdjF6yQkCHHh,https://open.spotify.com/track/1LDBZqcyOjkdjF6yQkCHHh,0.0
Sue Me,Sabrina Carpenter,0.46,809.0,6,-5.415,1,326.0,422.0,5.04e-05,138.0,609.0,157.184,,179227,4,3WVhkjB7Y4xFruqoCAajBb,https://open.spotify.com/track/3WVhkjB7Y4xFruqoCAajBb,4.0
Body,Loud Luxury,752.0,764.0,1,-4.399,1,38.0,476.0,9.44e-05,543.0,582.0,121.958,,163216,4,21RzyxY3EFaxVy6K4RqaU9,https://open.spotify.com/track/21RzyxY3EFaxVy6K4RqaU9,8.0
hot girl bummer,blackbear,778.0,559.0,6,-7.109,0,776.0,128.0,0.0,399.0,678.0,129.989,,185093,1,7aiClxsDWFRQ0Kzk5KI5ku,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,4.0
Trumpets,Jason Derulo,627.0,703.0,0,-4.884,1,236.0,563.0,0.0,962.0,0.64,81.897,,217307,4,6jizk5lOUnfpaZXYMdfeC6,https://open.spotify.com/track/6jizk5lOUnfpaZXYMdfeC6,0.0
Unwritten,Natasha Bedingfield,706.0,0.8,5,-6.333,1,399.0,584.0,0.0,822.0,629.0,100.011,,259333,4,1D1nixOVWOxvNfWi0UD7VX,https://open.spotify.com/track/1D1nixOVWOxvNfWi0UD7VX,0.0
